Proposal ID,Snapshot ID,Author,Type,Title,Started,Ended,Threshold,Status,Forum Topic,Total VP,MANA VP,LAND VP,NAMES VP,DELEGATED VP,Votes
a954f660-fe80-11ed-8e4f-8db7948b5171,0x8da5477691e5c559772b1a70c5cd5c589c63a7aad661744c167bdb40a1ae81d8,0x9ec7fb8a02ddb7a29fc03c13e01c4878d22a7ab5,grant,Accurate portfolio accounting with Cartera Tax,2023-05-30T00:26:00.854Z,2023-06-13T00:26:00.853Z,2000000,active,19394,6766705.58980818,51128.520832313035,198000,232600,6250258.068975866,81
94402470-fb15-11ed-8e4f-8db7948b5171,0x76a7a0a3fb35e420c7a334a04a9d599a98044f180829dfa2837cfe754e8cd843,0x247e0896706bb09245549e476257a0a1129db418,poll,Establishing a DAO Treasury Management Process,2023-05-25T16:02:00.847Z,2023-05-30T16:02:00.846Z,500000,passed,19365,4959053.070375674,17268.421633480408,200000,14900,4717063.648742193,90
f8d574a0-fafa-11ed-8e4f-8db7948b5171,0x7f923c60346c0c48ccf46c6e54f9fc2818f0ed9a369ab825c790851de0d06715,0xd5c2f48d7b69129354473613c07d60106768ccbe,draft,Should LandWorks landowners keep their VP?,2023-05-25T12:52:00.186Z,2023-06-01T12:52:00.181Z,1000000,passed,19361,3662701.936957901,5130.81771494774,146000,7200,3504339.119242954,81
b777c680-fab8-11ed-8e4f-8db7948b5171,0xbeee52e7473bf7c8e01a14eb2d686d2d44e9dfa65c021d9fda1bc564b9d08fd8,0x7f8793904936070fd224e9b58730b52a105cee86,grant,Africa Web3 Hackathon,2023-05-25T04:57:00.736Z,2023-06-08T04:57:00.735Z,2000000,rejected,19354,6758209.740715561,18541.255500177114,242000,235600,6233277.485215385,82
a2832880-fa47-11ed-8e4f-8db7948b5171,0x025378fda215adeef0fa21d96d55404a7ab53dbd969ef192658b499a6b4d0cbe,0xa2263d90a001764b0cad2642b07974075b020368,grant,3D Labyrinth,2023-05-24T15:28:00.448Z,2023-06-07T15:28:00.447Z,2000000,rejected,19347,6034762.2336193025,7394.624408499455,118000,229700,5650676.609210803,82
7b69c890-fa19-11ed-8e4f-8db7948b5171,0xdf1d5ae5bc15905e54c0284f15f55b55d50c75b590d935e1cad5bce1161eb767,0x505d688a38b8cb9190b4f671d98a37a784e92c1f,poi,"Add the location -100,-94 to the Points of Interest",2023-05-24T09:58:00.001Z,2023-05-31T09:58:00.001Z,500000,passed,19340,6016206.284838291,39031.310948047176,192000,250100,5521234.973890243,99
26301040-f8d5-11ed-8e4f-8db7948b5171,0xe4169312a03595b6156554c5eb3301ed49c39a9301011eaa2bd62d02e4a3688d,0x8218a2445679e38f358e42f88fe2125c98440d59,poll,Acquisition of DG's 80 plot estate,2023-05-22T19:16:00.077Z,2023-05-27T19:16:00.075Z,500000,passed,19319,5014883.775901235,56594.678266962525,1300000,16400,3638137.097634272,85
a04d57b0-f8d1-11ed-8e4f-8db7948b5171,0x42b580be586f324299495438c2ea659a805070906d40987a04defa1d7eb3d1e6,0x58754d9b3dbb4ddf5ac3502acb963743b15e6398,grant,DCL-Edit V3  Improved Modelling Workflows and UI-Editor,2023-05-22T18:51:00.965Z,2023-06-05T18:51:00.959Z,2765080,rejected,19318,4525402.736974703,5581.640973931158,118000,20400,4360368.096000772,73
4abbfc20-f7d2-11ed-8e4f-8db7948b5171,0xb802f3c0561a1195287e9f5fa4d7bb74552419bc1dae233b8e9a0fc0542e85fb,0x8218a2445679e38f358e42f88fe2125c98440d59,governance,Infrastructure for LANDs,2023-05-21T12:23:00.738Z,2023-06-04T12:23:00.736Z,6000000,rejected,19308,2339799.7288196757,58919.198973315084,122000,6400,2152208.5298463586,97
80342f20-f67a-11ed-8e4f-8db7948b5171,0x5ab66ea10aba8c8da892f8d8fcfbc347ba02adab62e17c506d5f4901cf2aa5ad,0x56469159d91eb810dce34dd13ec4ed8194bca7be,governance,Should the DAO Increase Polygon GWEI Threshold?,2023-05-19T19:22:00.570Z,2023-06-02T19:22:00.568Z,6000000,enacted,19300,6237741.423520986,33310.33037676859,74000,233600,5881781.093144217,130
be42c5d0-f65a-11ed-8e4f-8db7948b5171,0x353be39f991829584c50aabab796d363f3c3c1acd2b5ac66272f0fe9dc91694d,0x247e0896706bb09245549e476257a0a1129db418,poll,International Channels in DAO Discord server,2023-05-19T15:35:00.789Z,2023-05-24T15:35:00.788Z,500000,passed,19296,2369059.6200498454,5947.756618097106,22000,113400,2160932.863431748,86
c99ba070-f5c7-11ed-9bc2-e5fe350d0c93,0x405a0dffdcb2c20e59efaf7132dcf0d81af8084d2899ed1442156566737abab7,0x7bbea9c18cd0541acab8c19da2b11d0c03faef1c,draft,Recognition of Decentraland DAO's Support by Grant Recipients,2023-05-18T22:03:00.807Z,2023-05-25T22:03:00.806Z,1000000,passed,19287,5099684.961577042,55700.33532688864,102000,119300,4748461.626250152,104
57496610-f545-11ed-9bc2-e5fe350d0c93,0x7b8cfbd8751a678a5b7449f9bc0094fad1a7638c297085d76d1acb1d81cfdd46,0x76fb13f00cdbdd5eac8e2664cf14be791af87cb0,grant,Decentraland DAO Facilitation Squad Grant Proposal [RENEWAL],2023-05-18T06:29:00.433Z,2023-06-01T06:29:00.432Z,5140000,enacted,19280,8405362.210718894,95935.98949680252,292000,234100,7765638.2212220915,121
9a44f1b0-f503-11ed-9bc2-e5fe350d0c93,0x439a1a0ba18324fe04590a906a2970549e29c187cf8233ed65709595b6c08b25,0xd11a019a70986bd607cbc1c1f9ae221c78581f49,poll,Unlocking the Power of Portable Experiences,2023-05-17T22:38:00.027Z,2023-05-22T22:38:00.026Z,500000,passed,19278,7185876.150748203,54777.81544097061,60000,333300,6661719.335307231,93
cde084e0-f4fd-11ed-9bc2-e5fe350d0c93,0x11d57adc6f1b1b8b36fe1a63bdca3d0c12f7bf6f83eb3216f571419c6eed3343,0x19f10e449a2479b4ff0fdf9db65ad021674f3699,grant,Big Yellow Fishes - Promotional Content,2023-05-17T21:57:00.630Z,2023-05-31T21:57:00.629Z,2000000,rejected,19277,8433141.339431869,61092.839277351624,196000,234600,7912422.500154516,91
fc618fd0-f4df-11ed-9bc2-e5fe350d0c93,0xa6258a2410dd5286c5a5ca5180617543f7537ec7a36d4cfcaf52a43bf8ae0bf3,0x8b257b97c0e07e527b073b6513ba8ea659279b61,draft,Mark District X as 'stolen',2023-05-17T18:23:00.750Z,2023-05-24T18:23:00.748Z,1000000,rejected,19276,9242297.983298132,214805.6880203916,168000,350100,8410733.295277739,95
b7308600-f4b2-11ed-9bc2-e5fe350d0c93,0x8a6f802d2895f57d1faf24e8055de7a8773a0da628c89c8ce7e9f507b9f29a03,0xedf458ce355c755e1973778b51b917066d4c0bad,grant,Meta Residence Tower & Meta Residence Worlds,2023-05-17T12:59:00.312Z,2023-05-31T12:59:00.310Z,5600000,enacted,19271,11956653.538292585,64941.178599822895,416000,239600,11161821.35969277,107
6b2227f0-f4b2-11ed-9bc2-e5fe350d0c93,0xf9c63390602ae79bdf9805b3d75b7bd22d196ee6922d22e95607ba901da1929a,0xb3197cad2032899ef2f33bf0e8a26f3ac5b48b03,grant,"Genesis city map, 6-month renewal",2023-05-17T12:57:00.711Z,2023-05-31T12:57:00.709Z,2508000,enacted,19270,7608148.988913947,67028.8054841696,582000,334000,6524485.183429776,90
b6d9e9e0-f457-11ed-9bc2-e5fe350d0c93,0x6cc823e8c65f49a47540df2bb43f29dcf76126a4cd59de1ecdbb3b2c924540ae,0x7bbea9c18cd0541acab8c19da2b11d0c03faef1c,poll,Decentraland DAO Wearable Creation Contest: Preproposal Poll,2023-05-17T02:08:00.542Z,2023-05-22T02:08:00.540Z,500000,passed,19263,3778491.384470586,25359.81310638398,22000,10900,3716724.571364202,53
e9d6c8e0-f44d-11ed-9bc2-e5fe350d0c93,0xb0a1e82000d9370ea6f39f668d4ba98a011f1aac9b1d5ba27fd29d260a5ed473,0xa73f38ab3ec1649363c0b7dff45dc72e403c9a38,grant,Trader's DAO Virtual Trading Hub: Trader & Developer Virtual Community,2023-05-17T00:58:00.118Z,2023-05-31T00:58:00.117Z,6000000,rejected,19262,8524419.63177777,24944.153712362717,138000,337300,7925590.478065405,85
cd182780-f41b-11ed-9bc2-e5fe350d0c93,0xbb3ca9fb614f5ecb1e4f9e7128a38791433348feabb9087355c45cd952bc5bb7,0x6438c3b1fa97ba144ea38fcbcee5f0ccf4539b1d,poll,Should we remove redundant endpoints from Catalyst? lll,2023-05-16T18:59:00.056Z,2023-05-21T18:59:00.055Z,500000,passed,19259,4910821.667842688,13640.456640965233,22000,223500,4639703.211201723,63
28588e60-f41b-11ed-9bc2-e5fe350d0c93,0x1efe4b8cd9a789f10da0327052a1a7c83a53a5b38bb2a42a4668c0e0e70f5be2,0x247e0896706bb09245549e476257a0a1129db418,pitch,Translate Decentraland and DAO Documentation into Multiple Languages,2023-05-16T18:54:00.654Z,2023-05-26T18:54:00.653Z,2000000,passed,19258,5091777.974073746,6719.1021132949545,48000,111400,4862508.871960451,86
ed86abc0-f3f0-11ed-9bc2-e5fe350d0c93,0x53b9e58d95f755502eee4ac0867e247e17dacf84b50749c7062e39cd49bd3583,0x543dea2479bb8527c71bf4e52802b017212589e6,grant,Promotional campaign for Decentraland by Cryptoast,2023-05-16T13:52:00.109Z,2023-05-30T13:52:00.106Z,3080000,rejected,19256,7349681.637329699,6471.366820039576,140000,232500,6940745.270509657,82
723984c0-f3d1-11ed-9bc2-e5fe350d0c93,0x796b80cd600cb59db5c87039b75a5c16b34d09215febb20de200029c8723156d,0xd5c2f48d7b69129354473613c07d60106768ccbe,poll,Should the LandWorks protocol be recognized as a renting protocol by Decentraland so landowners can keep their VP?,2023-05-16T10:07:00.844Z,2023-05-21T10:07:00.843Z,500000,passed,19252,1659884.7431916143,2801.308468033057,24000,10900,1617972.4347235812,54
1c23b280-f378-11ed-9bc2-e5fe350d0c93,0x1adb5b0aece9aa3ee1843966dbb33fc7dcefce94dfc07a987956f25c24e458ce,0x45f761e6ba7efa19828d404f4b4098d8de33827e,grant,DCL-Community Assets World/HQ,2023-05-15T23:27:00.208Z,2023-05-29T23:27:00.207Z,3228000,rejected,19248,6291155.5290588075,5280.8191441570525,118000,228500,5910879.709914648,84
105d2330-f361-11ed-9bc2-e5fe350d0c93,0x9bfa71dc570e97dd752fcaad690961661c7ba57f325696388dc0b0229ea32a4c,0x45f761e6ba7efa19828d404f4b4098d8de33827e,grant,DCL-Community Assets World/HQ,2023-05-15T20:42:00.027Z,2023-05-29T20:42:00.025Z,3228000,rejected,19247,6291647.571123133,4819.716535859249,112000,231600,5913230.854587272,75
5ead4f30-f346-11ed-9bc2-e5fe350d0c93,0xb574bbc160ba6dfc7af88a6581a99432e978837a70109a9ad2198751f257d71d,0x1b35f4d22b2c8bc706bcfcc383a1ca77fb4fc600,poll,Should we offer an add-on repo for fashion creators?,2023-05-15T17:31:00.003Z,2023-05-20T17:31:00.001Z,500000,passed,19245,1818491.7150546662,3121.586323470608,22000,10700,1778459.1287311956,63
75683320-f297-11ed-9bc2-e5fe350d0c93,0xa6d5a816a50d023e0ca9ec27cd98a42f45196b9b505354cab7227507345db0f5,0xa7b100ecd7dbf8445688297d889394d001563a87,grant,Decentraland X Powered by Decentraland,2023-05-14T20:39:00.210Z,2023-05-28T20:39:00.209Z,3760000,passed,19234,10225073.809985602,18952.858685670093,1138000,235600,8794850.951299934,111
52de99e0-f27c-11ed-9bc2-e5fe350d0c93,0x2a894282f73ee7faf271bf939ae07f7fb554c82abc6f44929e8839a8be6c2886,0x751c4e9b2c75a2d4e3442e0a06a67bf0bb02060a,poll,Do you support the creation of the Decentraland Ambassador Program?,2023-05-14T17:25:00.854Z,2023-05-19T17:25:00.853Z,500000,passed,19233,5267538.721063317,7871.352953742795,56000,330800,4798832.3681095755,79
35ce1300-f10d-11ed-9bc2-e5fe350d0c93,0x1f1e7cb139ee22b24029649a1eff4d684ef9178074a377557f30107f5e9985c5,0xb0145ae156d201d6e371d07265fe3c045071c967,poi,"Add the location -32,-30 to the Points of Interest",2023-05-12T21:37:00.792Z,2023-05-19T21:37:00.791Z,500000,rejected,19232,5337820.038621512,7169.011579952496,58000,228200,5032384.027041562,97
0b91dec0-f05c-11ed-9bc2-e5fe350d0c93,0x998ef58918152b79bdec2e1e4992878f7e766b2fd8034bfd0fae12ef2fa19011,0x2bd746d75512acd9b839a6c62692a21d537425e1,grant,Decentraland Bingo Hall Grant Proposal (Resubmission),2023-05-12T00:29:00.012Z,2023-05-26T00:29:00.011Z,3200000,rejected,19224,7317494.371066318,29615.6562415431,152000,352200,6690525.714824773,115
3059e000-f05b-11ed-9bc2-e5fe350d0c93,0x9791dd61045947fdacb00fb28fad302350db7955463694aefecf7d222d7907eb,0x40e021b3fc43705ba2db1c0c985cd4457e3729eb,grant,Diverge Mixed Reality Pop-Up Store,2023-05-12T00:23:00.224Z,2023-05-26T00:23:00.223Z,3538000,rejected,19223,9215177.474890035,40679.310807198985,144000,334100,8594624.164082836,114
6813db10-f013-11ed-9bc2-e5fe350d0c93,0x048b9ea97629986b46a977f4842e7d3f2defdccc7d1470c9309c297815717803,0x56469159d91eb810dce34dd13ec4ed8194bca7be,draft,Should the DAO Increase Polygon GWEI Threshold?,2023-05-11T15:49:00.953Z,2023-05-18T15:49:00.952Z,1000000,passed,19220,5286647.122219179,37540.0584348672,60000,14600,5171240.063784311,79
dd5bf7c0-efe3-11ed-813c-b353c3943eab,0x4cd950d586a55a4d09390c27606cce15460563a17269be7d1f9e8cc997c80c61,0x8218a2445679e38f358e42f88fe2125c98440d59,draft,Infrastructure for LANDs,2023-05-11T10:09:00.878Z,2023-05-18T10:09:00.876Z,1000000,passed,19219,4217675.983254056,30803.517872996537,28000,12800,4142830.46538106,70
ba9168e0-ef4f-11ed-813c-b353c3943eab,0xd5db422925cb761910b910ed6500dae2db2ddfc4af68f93cf1bd5a5505f80d4d,0x247e0896706bb09245549e476257a0a1129db418,poll,Community Feedback on Security Advisory Board,2023-05-10T16:28:00.990Z,2023-05-15T16:28:00.989Z,500000,passed,19211,1694135.6987835476,6049.026694812689,22000,9900,1652540.672088735,68
709968b0-ef44-11ed-813c-b353c3943eab,0x9b3b9f56a3b45b59ca419eae5b1e733622b4e15b458e8cc3dc6bcb951f162dd3,0x6438c3b1fa97ba144ea38fcbcee5f0ccf4539b1d,poll,Should we remove redundant endpoints from Catalyst? ll,2023-05-10T15:07:00.427Z,2023-05-15T15:07:00.426Z,500000,passed,19209,2174322.50099956,5106.25503766296,22000,10100,2133459.2459618975,57
41efa060-edff-11ed-813c-b353c3943eab,0x347956bef3c2257130926974bf11d2bffdef8c7ecce5d0399524b92b477b779d,0x5b5cc427c1d81db4f94de4d51d85ce122d63e244,governance,Formal Pathway for DAO Request for Information (RFI) from the Foundation,2023-05-09T00:20:00.702Z,2023-05-23T00:20:00.700Z,6000000,passed,19203,7719720.109293874,724035.7755325076,66000,16000,6904278.333761365,104
d9de3350-edcd-11ed-ac2d-876c6fc9416f,0x9fecd83d5b2d22346f2de5a746564572c4871d7586a7873ef905fd421b1593e6,0xe6af22b8fd4a2fdfec9a0b18c6be9683882d70e6,grant,Renewal Grant Support Squad 2023H2,2023-05-08T18:26:00.765Z,2023-05-22T18:26:00.762Z,5784000,enacted,19201,7369031.725323437,92086.86193809415,218000,236300,6803591.863385345,125
68165170-edb5-11ed-ac2d-876c6fc9416f,0x106bcb8cbcf442aace712034af2b7d74ea22a1f6cd377d4759209cdb59aa133b,0x0a454121705a0061e416390d84a4dca7c196b42e,grant,LoveSphere - Metaverse Dating Platform,2023-05-08T15:31:00.951Z,2023-05-22T15:31:00.950Z,2000000,rejected,19200,7807415.062398934,32284.288150821903,138000,336500,7199567.77424811,105
08dc6f90-ec26-11ed-ac2d-876c6fc9416f,0xb05753c0841a4d6695ef5e5924f11f2a2cc97c3c3c04ae2a369fe5ae0874a038,0xb59da3a5fa2fab1e8aae5cb352146b3b02f53578,poi,"Add the location 131,135 to the Points of Interest",2023-05-06T15:52:00.993Z,2023-05-13T15:52:00.992Z,500000,enacted,19195,5639306.959011351,22788.341928680464,138000,33300,5421181.617082671,145
812691d0-eb6b-11ed-ac2d-876c6fc9416f,0xcb52878eb7321096311e47756391f29951aac3ecc6e2980829ba030d8f268b7d,0xed0e0cb94f60f72ec94bef848f5df4cbd365af1d,draft,Term limits for Grant Support Squad ( DRAFT ),2023-05-05T17:37:00.917Z,2023-05-12T17:37:00.916Z,1000000,passed,19191,11441842.552666988,23588.143245664967,2024000,227600,9137923.409421325,113
9b9bc9f0-eb51-11ed-ac2d-876c6fc9416f,0xb228c77464651eb72fcb132d56252ae9059adfd1f9b07c94222e23acf93b8e5b,0x99ec37c145060fe7ee9e346c3d40cb7fd28ed80f,poll,Background Music Options for Community Venues in Decentraland,2023-05-05T14:32:00.391Z,2023-05-10T14:32:00.390Z,500000,passed,19188,3318350.7481283424,302682.60489641054,562000,15100,2401112.143231931,87
24f524f0-eb50-11ed-ac2d-876c6fc9416f,0x70d446be0f9c4c549bb8cd5fcabc3d43edf21bf9fd0ff568e97181be55129f2f,0x6438c3b1fa97ba144ea38fcbcee5f0ccf4539b1d,poll,Should we remove redundant endpoints from Catalyst?,2023-05-05T14:21:00.831Z,2023-05-10T14:21:00.830Z,500000,passed,19186,6312498.384034567,60556.478831597,194000,225800,5803446.905202967,85
db7167d0-eaeb-11ed-ac2d-876c6fc9416f,0x294f1aca69951c7641fe921656b860ac250b3ecb5dd25c81e06192d76384aee7,0x86edb92e217605dbecf606548e48daaf1b817da1,poi,"Add the location 30,72 to the Points of Interest",2023-05-05T02:23:00.821Z,2023-05-12T02:23:00.820Z,500000,enacted,19185,6636900.84465583,31932.333752011673,2068000,250400,4255199.510903819,103
df0aa880-ea59-11ed-a775-5faf35384fa8,0x982b642cc56abac659ce50af06e046e7c261421df6a83627e73719e0949b9413,0x8b02cf5c2b0fc51c782050d3b2041630fd24c40f,grant,Sponsorship for Metamorphosis 2023 Dubai and Metamorphosis 2023 Bangalore/Delhi,2023-05-04T08:58:00.336Z,2023-05-18T08:58:00.334Z,2600000,rejected,19178,6389968.744448999,10768.22263435546,124000,348400,5813261.521814644,112
d36e9660-e957-11ed-a775-5faf35384fa8,0xc023c8ac88925d001c71f71d7521d61cb64251e32af17c07b4d51564e1397d36,0x8218a2445679e38f358e42f88fe2125c98440d59,poll,What should the voting threshold be when applying for 1 plot of land?,2023-05-03T02:11:00.702Z,2023-05-08T02:11:00.701Z,500000,passed,19169,4103679.12091848,29293.19352179148,102000,230500,3712151.927396689,98
0b1fbf60-e932-11ed-a775-5faf35384fa8,0xa82e18bd342dd5af1c8b4802673b574555cf9d48b4b7b2d6b1dffe278edc3293,0x4a20074a56803499fb0313283374856b890ae815,grant,Metaverse meetup Addis,2023-05-02T21:41:00.262Z,2023-05-16T21:41:00.258Z,2000000,rejected,19167,5731448.019597941,9304.65909767101,120000,249800,5323587.3605002705,105
149e1cf0-e908-11ed-a775-5faf35384fa8,0x173549ea896d5143cad9920d444bc38b341c70cf5cb1f125f51e72f6bcc070d4,0x770b54f4d71e0dfb720c8645f1b1406901de14b2,grant,Developing an Innovative Game Split Horizon,2023-05-02T16:40:00.327Z,2023-05-16T16:40:00.324Z,3600000,rejected,19166,6661260.735823881,13148.850580311295,122000,337100,6097153.885243569,104
b4a6abd0-e846-11ed-b8f1-75dbe089d333,0xa209f5f8404f6fe665a8e2ac5eb55be251ac8669fa6e59e8381925bc19955ec8,0xc24789c6f165329290ddd3fbeac3b6842a294003,grant,CO-OP: EDUCATIONAL ELECTRONICS SANDBOX,2023-05-01T17:36:00.453Z,2023-05-15T17:36:00.452Z,2000000,rejected,19159,4690126.1876860885,6946.927203780283,118000,247300,4289299.260482309,114
